,CURRENCY,AMOUNT,STATE,CREATED_DATE,MERCHANT_CATEGORY,MERCHANT_COUNTRY,ENTRY_METHOD,USER_ID,TYPE,SOURCE,ID
627,GBP,2566,COMPLETED,2015-08-26 17:42:35.635000,,,misc,3c129dee-1eeb-4763-981e-2dc172fef5cd,BANK_TRANSFER,CRONUS,22cb9b6a-4e69-45c0-9300-468ef4985767
665,USD,10000,COMPLETED,2015-09-28 12:09:07.784000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,bb1fe63e-966f-4429-b266-18a69b49c72e
690,USD,190000,COMPLETED,2015-09-28 12:09:25.434000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,d014792b-3071-4bca-b7df-7b817a0e9b2d
691,GBP,2694,COMPLETED,2015-09-28 16:02:40.990000,,,misc,4dd2b980-cbb5-4344-9875-b5e58397eba5,BANK_TRANSFER,CRONUS,a12a8b49-d469-4003-aede-64e68eb23951
707,GBP,2778,COMPLETED,2015-09-28 10:18:36.942000,,,misc,5e4d2910-ece0-40d3-803c-73f341eebdb1,BANK_TRANSFER,CRONUS,0f427d33-a159-42e3-855a-0154584d3716
719,GBP,3725,COMPLETED,2015-09-28 20:58:52.324000,,,misc,00a98617-0d8e-45d8-bca0-b67fe5d3471d,BANK_TRANSFER,CRONUS,772942a6-8126-4d7c-ba63-39bacd8950dc
846,GBP,16000,COMPLETED,2015-09-23 22:27:42.511000,,,misc,cfc95253-f390-4392-ba97-5c3f83bea345,BANK_TRANSFER,CRONUS,3dc19ffb-d369-4547-ac81-1d6b37d0df54
851,GBP,20616,COMPLETED,2015-09-23 16:30:28.553000,,,misc,a8c55bc0-ec72-4a70-a2cf-8b55a9dfb007,BANK_TRANSFER,CRONUS,aa144c28-bdf6-476c-afe0-c668925faec3
1069,GBP,353,COMPLETED,2015-09-19 10:40:01.205000,,,misc,3b20a105-4af3-48f3-ba04-6def1dba22eb,BANK_TRANSFER,CRONUS,aa36c834-3def-4341-9fa1-33d4105bc3d1
1102,GBP,50000,COMPLETED,2015-09-18 17:40:48.820000,,,misc,0d4bde57-3283-42ac-8afb-271f6dad2c48,BANK_TRANSFER,CRONUS,44f43f19-93a9-42a2-9b7a-b5e2a82c9fbe
1128,GBP,5137,COMPLETED,2015-09-17 23:32:26.285000,,,misc,e11705ed-6627-449f-8810-5c299df49e65,BANK_TRANSFER,CRONUS,c198be58-189d-4c64-ab69-9c252cbfca8a
1180,USD,1126,COMPLETED,2015-09-15 15:21:46.032000,,,misc,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,BANK_TRANSFER,CRONUS,a458f8de-414a-459e-954f-90caac462b6f
1203,GBP,1000,COMPLETED,2015-09-15 17:55:04.606000,,,misc,4466f206-7845-423d-8f73-3693ef87abf9,BANK_TRANSFER,CRONUS,0874c797-745b-4fa2-87bb-1a5285a1737c
1259,USD,100000,COMPLETED,2015-09-09 12:13:33.193000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,988d538b-a376-4ddf-bebc-0f2253240496
1390,GBP,1534,COMPLETED,2015-09-07 22:15:57.941000,,,misc,4dd2b980-cbb5-4344-9875-b5e58397eba5,BANK_TRANSFER,CRONUS,11c75676-b7c5-424a-9f62-b0a2eb5403e3
1537,GBP,3500,COMPLETED,2015-09-06 19:11:20.931000,,,misc,60680e9c-d399-4e9e-84fe-918b5e61dd63,BANK_TRANSFER,CRONUS,84bfe0c1-66db-406b-8ba7-666a7af1f0b7
1544,GBP,1415,COMPLETED,2015-08-31 08:22:31.177000,,,misc,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,BANK_TRANSFER,CRONUS,32d0f558-707e-4131-b92d-fd055d06b70d
1555,GBP,1500,COMPLETED,2015-08-31 15:25:54.051000,,,misc,60680e9c-d399-4e9e-84fe-918b5e61dd63,BANK_TRANSFER,CRONUS,dd1b344e-bb43-452b-9772-ad738c4a50e9
1703,GBP,1000,COMPLETED,2015-08-27 12:51:44.367000,,,misc,3b20a105-4af3-48f3-ba04-6def1dba22eb,BANK_TRANSFER,CRONUS,f4ed78da-b4ad-4d84-8a4f-4fb54e3f34f4
1713,GBP,1707,COMPLETED,2015-08-24 02:55:20.605000,,,misc,3bb54ae7-f9bd-4c69-9647-633f6b09dac0,BANK_TRANSFER,CRONUS,3c227180-be97-4acb-819e-14a864051a84
1756,GBP,40100,COMPLETED,2015-08-25 19:14:35.664000,,,misc,06bb2d68-bf61-4030-8447-9de64d3ce490,BANK_TRANSFER,CRONUS,daf0dad1-f6e2-439c-9bdc-74177b1f13a5
1773,GBP,493,COMPLETED,2015-08-15 23:19:10.860000,,,misc,55525a77-e67f-458a-8ba8-8c229f91ddb0,BANK_TRANSFER,CRONUS,9804114d-e4dd-47eb-b549-569e10688fbc
1820,USD,500,COMPLETED,2015-08-23 18:23:35.946000,,,misc,8d0f7402-0523-4db7-a3c2-d2620d4ea682,BANK_TRANSFER,CRONUS,879ef649-4ebd-4224-8b4b-18444b19edef
1916,USD,120000,COMPLETED,2015-08-19 18:47:44.969000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,2fb72f7f-4488-45e4-a973-6aee9dcad1ce
1960,GBP,14600,COMPLETED,2015-08-14 16:46:54.592000,,,misc,00a98617-0d8e-45d8-bca0-b67fe5d3471d,BANK_TRANSFER,CRONUS,3df406b0-9609-4fdf-9a3b-f374ac381f7f
2068,GBP,600,COMPLETED,2015-12-18 04:33:13.713000,,,misc,5fd70cca-1685-40ad-a312-7d387f6911a9,BANK_TRANSFER,CRONUS,a4e6884f-01fc-4fed-b886-9fbf6c6cb5c3
2099,EUR,138,COMPLETED,2015-12-18 08:14:29.773000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,55257cb7-e7b7-4e25-aca1-1ba8b9598520
2158,EUR,13000,COMPLETED,2015-12-17 09:25:21.243000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,101b726b-bfd3-4af1-8d3b-5c71f52336a4
2171,EUR,597,COMPLETED,2015-12-17 13:33:24.262000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,e44680bd-b2ce-4b1a-8fe6-c07e1fcc0423
2177,GBP,1009,COMPLETED,2015-12-16 20:51:51.232000,,,misc,5fd70cca-1685-40ad-a312-7d387f6911a9,BANK_TRANSFER,CRONUS,1a734882-23f6-441b-ace9-d726aa488ca2
2192,USD,500,REVERTED,2015-12-15 19:58:11.351000,,,misc,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,BANK_TRANSFER,CRONUS,1001324e-6bf3-48a7-aa50-7d3c7acccf49
2217,EUR,175000,COMPLETED,2015-12-15 19:27:31.190000,,,misc,2e045be7-e32f-41e3-b1c4-ed6fa5c03322,BANK_TRANSFER,CRONUS,a88ba22c-6788-4a80-9106-41a57ac467f6
2279,GBP,6370,COMPLETED,2015-12-14 10:50:54.553000,,,misc,5e4d2910-ece0-40d3-803c-73f341eebdb1,BANK_TRANSFER,CRONUS,83846d2b-42ad-41c7-9350-86b46e179583
2461,EUR,15000,COMPLETED,2015-12-04 11:07:55.150000,,,misc,0f9bfef2-4abd-408b-b42c-e7a889bd9332,BANK_TRANSFER,CRONUS,eba8465f-b894-4748-8b99-79f71f63faca
2468,EUR,15466,COMPLETED,2015-12-04 14:06:43.991000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,760c6e3c-11d3-4f7a-b157-47fc7e37752a
2557,EUR,19995,COMPLETED,2015-12-08 17:26:15.925000,,,misc,d1bc3cd6-154e-479f-8957-a69cdf414462,BANK_TRANSFER,CRONUS,10242322-c9e6-4ac7-8787-56900500212b
2662,GBP,8395,COMPLETED,2015-12-02 14:50:01.572000,,,misc,1ac0cc52-9854-4b64-98d8-7cf15d772873,BANK_TRANSFER,CRONUS,bc3a710c-9854-44e9-a00a-bb7faf1589e9
2692,GBP,1000,COMPLETED,2015-12-01 14:24:34.791000,,,misc,20ded211-4981-456f-8977-fac35c9b9864,BANK_TRANSFER,CRONUS,8b94f670-0cb3-4c1a-9ded-546322744a63
2795,GBP,500,COMPLETED,2015-11-30 21:09:24.184000,,,misc,f649b38e-e88d-469d-b646-abd3b77bd40c,BANK_TRANSFER,CRONUS,ebddbe44-8194-44fe-9c99-3707687e9439
2892,GBP,3207,COMPLETED,2015-11-29 19:41:30.853000,,,misc,211d631f-eefe-4b74-9d35-e8b9053579e8,BANK_TRANSFER,CRONUS,704dd025-ed81-4db5-b5e2-43079976dedf
2970,EUR,9261,COMPLETED,2015-11-23 11:37:46.904000,,,misc,77ecf8a8-cb47-4226-a7fa-be0bf9e6ca7a,BANK_TRANSFER,CRONUS,ac12fca1-7077-45e3-8219-8bbf4479f45c
3093,EUR,10000,COMPLETED,2015-11-24 09:58:05.745000,,,misc,2e045be7-e32f-41e3-b1c4-ed6fa5c03322,BANK_TRANSFER,CRONUS,5469f6b3-f64a-4e55-b7f4-af14841232cd
3094,USD,60000,COMPLETED,2015-11-24 09:32:17.768000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,56cf232d-2f75-4f39-953b-aa8115e7ebea
3204,GBP,26500,COMPLETED,2015-11-21 18:36:16.664000,,,misc,53543430-3117-462a-a911-9ebb6748af84,BANK_TRANSFER,CRONUS,9a6ba644-f0cd-4068-9ac1-859429ee255a
3218,GBP,39000,COMPLETED,2015-11-18 18:34:40.073000,,,misc,2443ea29-aa44-4b3b-af52-a6f5c0ccdac9,BANK_TRANSFER,CRONUS,01718f04-4c49-4bd2-9365-197da446d759
3269,GBP,18000,COMPLETED,2015-11-19 09:10:21.708000,,,misc,dc43bf64-4cfe-4474-9ded-05b4728ef71d,BANK_TRANSFER,CRONUS,c2ab6aed-614f-48f5-a546-057d10ea7d37
3343,GBP,6545,COMPLETED,2015-11-13 11:50:04.932000,,,misc,1d235c67-928b-4e9b-9ae1-17c6f716307b,BANK_TRANSFER,CRONUS,6fef444c-14c1-4b45-b55a-8eb48562bfe8
3378,USD,170000,COMPLETED,2015-11-12 13:47:48.727000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,785f8d80-2312-4f9d-944d-9d29c5679081
3427,EUR,65000,COMPLETED,2015-11-16 18:31:06.149000,,,misc,0f9bfef2-4abd-408b-b42c-e7a889bd9332,BANK_TRANSFER,CRONUS,1a7a43d1-b449-4f62-b565-7e6d4e3c2069
3457,GBP,1000,COMPLETED,2015-11-14 14:44:08.284000,,,misc,006de67f-beff-4f5f-ab87-790ce764a054,BANK_TRANSFER,CRONUS,932d5e6e-0d8b-488d-aa87-56f5d2f2f407
3478,EUR,2207,COMPLETED,2015-11-11 13:56:34.633000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,eeefa070-958e-4e05-b040-c2d04cd19a66
3582,GBP,23916,COMPLETED,2015-11-06 23:03:31.624000,,,misc,82a2ecd2-0b94-4629-85c0-141d7af04e5f,BANK_TRANSFER,CRONUS,eaa8f5ef-dd40-4600-be6d-5b37b441b187
3592,USD,170000,COMPLETED,2015-11-06 20:42:37.357000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,b94fd416-ffd7-41a4-b489-c0a48b206b32
3608,EUR,2704,COMPLETED,2015-11-04 14:34:52.487000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,45f452d0-1907-4541-a78c-13f09cd89378
3623,GBP,500,COMPLETED,2015-11-08 21:08:57.292000,,,misc,20ded211-4981-456f-8977-fac35c9b9864,BANK_TRANSFER,CRONUS,e1683892-6e02-4ca7-a2c0-18f559d028d7
3646,GBP,19080,COMPLETED,2015-11-05 11:15:03.836000,,,misc,06bb2d68-bf61-4030-8447-9de64d3ce490,BANK_TRANSFER,CRONUS,c25aeaf6-d381-488c-b6f9-2ef413fb4949
3682,USD,220480,COMPLETED,2015-11-02 18:59:30.294000,,,misc,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,BANK_TRANSFER,CRONUS,69441fb3-4990-43bc-a194-91ff81473810
3684,GBP,27931,COMPLETED,2015-11-02 10:02:24.335000,,,misc,90a549c7-e000-4556-bf4e-f3ab45bd109e,BANK_TRANSFER,CRONUS,8fa43ab0-a4d1-45f2-aac4-0cdde96f4a02
3700,GBP,2210,COMPLETED,2015-11-05 11:07:25.559000,,,misc,cfc95253-f390-4392-ba97-5c3f83bea345,BANK_TRANSFER,CRONUS,a9dcf407-9be1-4fce-bb4d-7c05399933de
3729,GBP,86347,COMPLETED,2015-11-01 10:44:54.786000,,,misc,dd1f6199-127f-49ff-ba25-81393b2e66f2,BANK_TRANSFER,CRONUS,81982186-c8e4-4e86-bf02-4c004ec411ea
3797,GBP,1500,COMPLETED,2015-10-29 15:59:02.903000,,,misc,bd7d207d-5813-44ce-9e87-a8479216d5fc,BANK_TRANSFER,CRONUS,f921340d-20e8-4e00-9723-213555200cee
3960,GBP,10511,COMPLETED,2015-10-26 07:08:50.368000,,,misc,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,BANK_TRANSFER,CRONUS,382062a4-57da-4b50-9ae2-c4c784e77fb1
3971,GBP,500,COMPLETED,2015-10-26 07:59:05.329000,,,misc,b9b478b6-9d0d-4e57-8da2-a42b45925a2d,BANK_TRANSFER,CRONUS,6f58894e-daa1-4491-a99e-b501f4227e4c
3994,GBP,1500,COMPLETED,2015-10-23 11:03:15.846000,,,misc,6bb34b86-27a8-440d-9dba-14db73195e9f,BANK_TRANSFER,CRONUS,6c0c4d65-27d3-495f-93c6-5ae60213cc9f
4008,GBP,2000,COMPLETED,2015-10-25 17:32:16.938000,,,misc,51de0c9c-1b42-4f7a-b5cc-5a99b323775b,BANK_TRANSFER,CRONUS,ec2119c7-2a31-43bc-b8ff-cfb2dc38dc4f
4009,GBP,4400,COMPLETED,2015-10-25 18:30:09.509000,,,misc,679381fb-f71a-4d8c-99b3-5d32fd7462ff,BANK_TRANSFER,CRONUS,3f92e00e-cded-4f1f-9779-6acd7474ffc7
4041,GBP,1500,COMPLETED,2015-10-23 11:37:18.930000,,,misc,89f993ea-8745-45ef-bf5e-1a8cfc1838d6,BANK_TRANSFER,CRONUS,79932f67-f962-4c25-9379-5773d872e426
4088,GBP,1250,COMPLETED,2015-10-22 19:30:10.546000,,,misc,20ded211-4981-456f-8977-fac35c9b9864,BANK_TRANSFER,CRONUS,9c579df6-c259-4747-b351-2efc16b1a8ab
4101,GBP,1500,COMPLETED,2016-01-26 15:16:54.657000,,,misc,6b80d5bf-a537-4b39-aeb3-06c80f0284f5,BANK_TRANSFER,CRONUS,36ff013d-60c0-499a-bb87-e236425b207f
4177,EUR,20000,COMPLETED,2016-01-25 18:35:08.046000,,,misc,ea86c877-ff87-4caa-8b76-3a05b89850d1,BANK_TRANSFER,CRONUS,b0b0a584-849f-4416-af9c-d3767e316311
4219,EUR,20000,DECLINED,2016-01-22 18:52:29.580000,,,misc,ea86c877-ff87-4caa-8b76-3a05b89850d1,BANK_TRANSFER,CRONUS,2d575d75-81a5-42ba-b2bb-ed243ba8afa9
4244,GBP,835,COMPLETED,2016-01-22 00:35:10.501000,,,misc,211d631f-eefe-4b74-9d35-e8b9053579e8,BANK_TRANSFER,CRONUS,5cc053f1-f6e1-4bbf-8a6b-4adf92352ccd
4395,GBP,10000,COMPLETED,2016-01-21 11:49:54.936000,,,misc,b1693eae-6a23-49af-be37-14ecdb77ab6f,BANK_TRANSFER,CRONUS,08abc6bb-6f5f-4f9a-b986-405ee9a291e6
4442,GBP,473,COMPLETED,2016-01-20 19:45:49.586000,,,misc,5fd70cca-1685-40ad-a312-7d387f6911a9,BANK_TRANSFER,CRONUS,89a8f3a3-f994-42cb-84d0-7ecc0aff0799
4476,GBP,10000,COMPLETED,2016-01-19 16:05:54.472000,,,misc,6eb51e3f-6e8b-45ee-bf01-82495df9c930,BANK_TRANSFER,CRONUS,e019fd43-b9a8-4b6d-b39e-cdcf978e186f
4477,GBP,1925,COMPLETED,2016-01-19 18:46:18.837000,,,misc,ea86c877-ff87-4caa-8b76-3a05b89850d1,BANK_TRANSFER,CRONUS,10142ca3-76cd-412b-ada1-b4fbf36c15e8
4498,GBP,500,REVERTED,2016-01-19 19:59:05.214000,,,misc,eb9a3881-70b6-4448-8efa-b83da55f0c42,BANK_TRANSFER,CRONUS,a4faf1c8-3401-4b52-b891-f12baca4e0f8
4516,USD,7092,COMPLETED,2016-01-18 17:36:15.072000,,,misc,25a2a6dc-4f28-4755-b6cc-c0364a2dd721,BANK_TRANSFER,CRONUS,425f8015-bfa0-438b-9251-b972e2567b77
4583,GBP,8000,COMPLETED,2016-01-17 16:27:02.749000,,,misc,bac3f7b6-7db6-4f49-af7e-ea2e211222ea,BANK_TRANSFER,CRONUS,f8616879-87a7-4277-bd44-2b8561a2a0d0
4640,GBP,51830,COMPLETED,2016-01-15 13:41:02.466000,,,misc,07983cf0-257b-478d-b41a-3ac3b04f61ec,BANK_TRANSFER,CRONUS,bdd4038c-8d91-4610-9116-bfdb73f7b342
4706,EUR,155000,COMPLETED,2016-01-16 17:43:56.737000,,,misc,2e045be7-e32f-41e3-b1c4-ed6fa5c03322,BANK_TRANSFER,CRONUS,bed38846-9367-4494-ab9a-1f81986f6460
4713,GBP,50000,COMPLETED,2016-01-16 07:06:46.955000,,,misc,b1693eae-6a23-49af-be37-14ecdb77ab6f,BANK_TRANSFER,CRONUS,cbb963e2-0eb8-4d50-85a5-208b5f3c736e
4779,GBP,170000,COMPLETED,2016-01-16 07:07:23.288000,,,misc,b1693eae-6a23-49af-be37-14ecdb77ab6f,BANK_TRANSFER,CRONUS,5ed6874a-8896-406c-9476-8e1322e799d3
4792,EUR,155000,CANCELLED,2016-01-16 17:39:42.998000,,,misc,2e045be7-e32f-41e3-b1c4-ed6fa5c03322,BANK_TRANSFER,CRONUS,0046833e-4067-48e0-9c25-0ca972b7033b
4825,GBP,2700,COMPLETED,2016-01-13 13:09:59.662000,,,misc,f54baeeb-7282-4d23-9bb7-e8396ce1b159,BANK_TRANSFER,CRONUS,da6290d3-8ae9-45c0-b9e2-e5ae87e0f06d
4828,EUR,1000,COMPLETED,2016-01-13 19:06:01.596000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,8ad55357-6b51-47ad-a30f-9ef6d10002ab
4908,EUR,1000,COMPLETED,2016-01-11 16:08:24.887000,,,misc,153cc14a-4d12-45b5-b16c-0f0280c4aab3,BANK_TRANSFER,CRONUS,308d146d-a1ba-4d53-8d01-da65df148a58
4941,GBP,1000,REVERTED,2016-01-11 18:58:47.731000,,,misc,39b3f889-bbdd-4d66-93fe-dd75bef27dbf,BANK_TRANSFER,CRONUS,f629703c-29a8-4bc0-b61d-9d3a79ae9aaf
4981,GBP,272146,COMPLETED,2016-01-12 14:52:09.524000,,,misc,20ded211-4981-456f-8977-fac35c9b9864,BANK_TRANSFER,CRONUS,cda2615e-50d3-4a03-92a8-5b618f85f4cb
4984,EUR,55000,COMPLETED,2016-01-12 19:13:13.327000,,,misc,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,BANK_TRANSFER,CRONUS,543e6c64-5273-4200-924e-3c3160be79ad
4985,EUR,1000,COMPLETED,2016-01-12 07:18:47.364000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,878fcc53-538a-43d5-a23c-d5305564e206
5140,EUR,291,COMPLETED,2016-01-07 22:11:31.174000,,,misc,427ae52f-af71-46be-b9aa-d505783c9693,BANK_TRANSFER,CRONUS,cc89c1fe-fc19-440e-8af4-7480af345b11
5143,EUR,400,COMPLETED,2016-01-07 07:19:29.562000,,,misc,9c04cb23-3177-4efe-8e00-122446e95419,BANK_TRANSFER,CRONUS,a5b7ea5d-a889-4fcd-acf0-71cda66a0aa7
5168,GBP,4961,COMPLETED,2016-01-04 22:35:53.115000,,,misc,dc43bf64-4cfe-4474-9ded-05b4728ef71d,BANK_TRANSFER,CRONUS,dcf487d5-f24d-4cd7-af35-6a581cc78e87
5427,GBP,9000,COMPLETED,2016-01-02 13:29:59.251000,,,misc,20ded211-4981-456f-8977-fac35c9b9864,BANK_TRANSFER,CRONUS,7f6bd16c-8756-438d-b4c8-340ef99485ea
5440,GBP,5000,COMPLETED,2016-01-03 06:33:24.504000,,,misc,6eb51e3f-6e8b-45ee-bf01-82495df9c930,BANK_TRANSFER,CRONUS,9095fb79-209f-4823-825c-1edef27eb5dc
5447,EUR,1000,COMPLETED,2016-01-03 20:30:58.571000,,,misc,d1bc3cd6-154e-479f-8957-a69cdf414462,BANK_TRANSFER,CRONUS,31f3b799-5d1c-4756-93d5-05560c1c90ce
5471,GBP,200000,COMPLETED,2016-01-01 13:17:37.899000,,,misc,87a390af-2f35-40ec-a111-16d43fc5a3e3,BANK_TRANSFER,CRONUS,58ff83a5-fff1-4f23-bd81-942968e3175f
5543,GBP,5000,COMPLETED,2015-12-31 11:46:51.069000,,,misc,3bb54ae7-f9bd-4c69-9647-633f6b09dac0,BANK_TRANSFER,CRONUS,fabd0d3b-375c-40e2-ab5e-9b6bade1df75
5590,GBP,18596,COMPLETED,2015-12-29 14:41:16.867000,,,misc,9385d36c-9a6c-493e-b944-6b0bbfbadf88,BANK_TRANSFER,CRONUS,7bbd6d96-8dc0-45c5-8023-19761c65fae3
5605,USD,100000,COMPLETED,2015-12-30 15:30:09.190000,,,misc,2d518cf9-d853-443d-a3d8-bda56f373901,BANK_TRANSFER,CRONUS,7ab3c714-e1f0-496f-99a4-f7de2bef0e6c
5670,GBP,17073,COMPLETED,2015-12-28 00:22:06.647000,,,misc,44101ca3-1372-4dfa-abbb-bc79830f1e9a,BANK_TRANSFER,CRONUS,54c2e3bb-92c1-4d6d-b018-3ecdf8e7cbe3
5796,GBP,103329,COMPLETED,2015-12-26 18:47:46.532000,,,misc,07983cf0-257b-478d-b41a-3ac3b04f61ec,BANK_TRANSFER,CRONUS,501c485c-b54f-4cec-98af-3cb96a21894d
5835,EUR,18000,CANCELLED,2015-12-24 20:50:58.519000,,,misc,9c04cb23-3177-4efe-8e00-122446e95419,BANK_TRANSFER,CRONUS,94287860-c859-4034-a267-7a61d2c7e571
5865,GBP,2934,COMPLETED,2015-12-23 14:53:43.274000,,,misc,f42da2d6-41a2-4ec4-abe9-ef5d0d5610e0,BANK_TRANSFER,CRONUS,4bffaabe-70a0-49e6-ba64-5e249d83f76b
5876,GBP,17000,COMPLETED,2015-12-23 09:57:10.982000,,,misc,4406435e-0ba9-431c-bfb4-fda23488efd0,BANK_TRANSFER,CRONUS,39f96c12-2dcb-4577-86e0-309dc4845723
5921,GBP,259,COMPLETED,2015-12-23 17:13:47.540000,,,misc,1ac0cc52-9854-4b64-98d8-7cf15d772873,BANK_TRANSFER,CRONUS,3bcb9e4b-35b4-4eb8-bb2c-6a3108c5b2f0
5922,GBP,719,COMPLETED,2015-12-23 06:38:53.583000,,,misc,5fd70cca-1685-40ad-a312-7d387f6911a9,BANK_TRANSFER,CRONUS,045917d9-72a0-4a70-aab0-86a353733f53
5986,GBP,355770,COMPLETED,2015-12-22 12:35:01.281000,,,misc,fdee59c1-0e47-4e0d-9e91-4d915f7e9ef7,BANK_TRANSFER,CRONUS,3f748bbf-abe2-4ec4-b106-f4985ae1ebe8
6050,GBP,2933,COMPLETED,2015-12-20 00:58:16.460000,,,misc,41ec9d0b-100b-4a74-9d09-534dc76967a6,BANK_TRANSFER,CRONUS,bc7300b8-ea46-443a-b366-5805ff81a908
6054,GBP,112,COMPLETED,2015-12-20 22:41:55.867000,,,misc,9487740d-13ba-444a-8610-b88c15e8ec97,BANK_TRANSFER,CRONUS,ec7830e7-1e2b-4b92-b4cf-9da55031e8b1
6125,GBP,995,COMPLETED,2015-12-01 06:09:18.678000,,,misc,cfc95253-f390-4392-ba97-5c3f83bea345,BANK_TRANSFER,CRONUS,47ec88ed-afa3-4523-83d2-b3d5a49734c4
